Venue,Latitude,Longitude,Category,Id
HOOKAH MARKET,47.20521,38.936833,Miscellaneous Shop,5763252a498e86f4a6bf1c18
Библиотека ТТИ ЮФУ,47.20341218567194,38.935376194098225,College Library,4fae40abe4b0664ab78206fc
Food Court,47.203277116856036,38.93625205497165,Diner,51c2d137498e2f2d3174d4e3
Тянь-Шань,47.20721370157386,38.932500397255296,Chinese Restaurant,4f5b5277e4b04e126560bc53
"Центр ""Восхождение""",47.20545569191628,38.93678014096435,Yoga Studio,54c90517498ef00bd3a77a2c
"""Шебби-Шик"". Творческая мастерская - магазин",47.20760597051079,38.93105707933639,Souvenir Shop,540aebff498e0ff160244969
Sky Yoga,47.203121,38.936078,Yoga Studio,593966103af98813c7a6047d
рыбный завод,47.198400697678785,38.94413075575216,Beach,51b9ff9a498e48dd116d5b0d
школа #8,47.20347072509607,38.93602106513963,Building,5163d4ace4b02cfd228d82ba
Секреты,47.20501460587813,38.93629526276053,Salon / Barbershop,5149e0cfe4b0f287e43f14aa
Киноклуб,47.203146,38.935439,Indie Movie Theater,537e280a498e13026f94f6a5
opera,47.20262235949046,38.940759169522806,Bar,519772b4498e47b4578994d9
Балтика,47.20715263296626,38.933124177184055,Gourmet Shop,5042070ce4b0f30041c3a1af
салон красоты Vобраз,47.207596,38.93182,Salon / Barbershop,55db5109498e5b474d7bcdce
Гости. Кальян-бар,47.205349535080614,38.9363587036937,General Entertainment,536274f5498eabf410aa84ea
Трактир,47.205227,38.937214,Russian Restaurant,5757e53e498ef4fa09128504
Берлускони,47.205696,38.936455,Italian Restaurant,56a0cb72498e6c31734201b5
гоSти,47.205006,38.936206,Hookah Bar,53660f55498e17304c22d40c
"Бюро переводов ""Интерфейс""",47.205902129472236,38.936289545409004,Tech Startup,5256676411d27d9ed2fba0d9
Beautyandspa,47.210122,38.936471,Salon / Barbershop,5d4447d10d55bc0008672a92
Subway,47.20547121735923,38.9370907516167,Sandwich Place,51753f3fe4b0d23a27bf4ede
Бюро иностранных переводов,47.20718618057435,38.93312215805054,Office,4f5efad0e4b0cd5980b6a111
Вундеркиндик,47.205504,38.936916,Nursery School,51455734e4b0c11f7acfd8c4
Копирком&Симпл,47.20631976565595,38.93535099929557,Office,509259b0e4b0f95f1a62b341
Incoding,47.20540847906449,38.93754296450668,Office,519f4e86498eca59d94529b1
Вист-Дон,47.206119537353516,38.9361572265625,Electronics Store,4f4617f3e4b0288c758b5970
Лошадиная Сила,47.207420349121094,38.932464599609375,Automotive Shop,5239ae7d11d284b8d031ed2a
Страховая компания Согласие,47.20753191466418,38.932165652873984,Building,4f8c4b350cd6dbbc4cd8a7e4
Парикмахерская,47.20595,38.936907,Salon / Barbershop,511f6eb2e4b045d02f6d66e1
Konica,47.20560528887696,38.937694313438946,Camera Store,533b9b7b498ec31afa560eec
Бастет,47.205712,38.937354,Salon / Barbershop,5032332fe4b0adcbedf0f49c
"""Фристайл""",47.204173,38.941166,Salon / Barbershop,516e7e05e4b01ee0084fe1bc
Бистро Студент,47.20503543052154,38.93956810958334,Café,4f9532d2e4b0e29f561af48e
Территория гамбургеров,47.205582,38.937977,Burger Joint,4f85ebbfe4b0a3bc1674b0aa
Чехова 43,47.20563507080078,38.93703842163086,Residential Building (Apartment / Condo),5362ccb4498ea0b7dd98c92b
Green bar,47.20536118089689,38.93729867314232,Burger Joint,50005fe8e4b0eed3b6784cf6
Сэндвич клаб,47.205478,38.937787,Bistro,5454cd56498eccfb5acbbd71
Буква,47.206180572509766,38.93556594848633,Bookstore,4ffd345fe4b0990d47f834ee
GreenBAR,47.205271775685496,38.93756237319865,American Restaurant,4ed267154690a03b5fbd4f3a
"ТТИ ЮФУ Корпус ""б""",47.20580612131674,38.93936907857028,College Arts Building,4f8509d8e4b0ae40e1346842
38 попугаев,47.20451409861221,38.94105768744702,Pet Store,55dc4a33498e8495bd4961b0
Агентство эксклюзив,47.20727474148722,38.932992761950175,Real Estate Office,50237200e4b0790fbe4180c4
ИТА ЮФУ Корпус А,47.205149573629306,38.939979583665355,University,52a074dd11d208bde193e613
"Антикафе ""Атмосфера""",47.204481159285855,38.94055873584876,Café,5151614ee4b07d70e81c98f6
Марафет,47.20571402986862,38.93677046274688,Arts & Crafts Store,5188dbf5498e470e945a1684
Церковь Николая Чудотворца (Свято-Никольский храм),47.2016100878789,38.94056797027588,Temple,4dbd62376e810768bf74be9c
Частный детский садик Карамельки,47.202501,38.94407,Residential Building (Apartment / Condo),55d1d652498e38160f176f68
Вкуснолюбов,47.205721985578734,38.9373072088187,Food Truck,51e66826498ea4f3df99cb0a
Меланж,47.207005,38.933797,Salon / Barbershop,5690b418498e16fef38a7ca8
Фотоцентр,47.20573572397584,38.937671184539795,Camera Store,500d2351e4b0c2624416c828
Юлмарт Аутпост,47.20565868639541,38.93672610833777,Electronics Store,51dc1667498e3c3b9f2b40a5
Массажист,47.205245,38.937929,Massage Studio,51d7dd31498e40b200834904
Аида,47.20611800534963,38.93627373414193,Grocery Store,5097b49ee4b08e0dbf8d3254
Burger House,47.205153,38.939632,Burger Joint,595f721ff427de5e6972ce62
"Остановка ""Некрасовский""",47.20576024261102,38.937013067366436,Light Rail Station,513c8f05e4b0d67bb29756e5
Студенческий клуб ИТА ЮФУ,47.20564461356911,38.93898010253906,College Theater,522b4fbc8bbdb597ddad9d16
Квартира #5,47.205840147106024,38.93715297433786,Gaming Cafe,557efa5d498ebb8ad6220262
Ход Конем,47.205524,38.937435,Ukrainian Restaurant,588ccfede309e1207090640b
Корпус А,47.205200349173566,38.93949081520981,University,4e60ea32b993678bb5a21d05
Риволи,47.205489,38.93693,Salon / Barbershop,51540c67e4b000ff685fbfbf
Джамо,47.20519955502392,38.9392997858524,Pool Hall,4e989a3b61af89f39dda2492
Велопрокат Таганрог,47.20494286202916,38.94042390581131,Bike Shop,53440fd2498e0c132cea149b
Hadrout Advertising + Technology,47.20506728772704,38.940782756703896,Tech Startup,4e650e362271573ad8bbdadb
"ТТИ ЮФУ Корпус ""И""",47.20401766518517,38.94389328562347,College Technology Building,4f86d3d1e4b02b69f3a05f38
НОЦ СТП ЮФУ,47.20471358112065,38.94293051785151,College Technology Building,51555bd1e4b0ec2393b71165
ТРТУ,47.20519955502392,38.94021782023097,University,4bf52e7f706e20a1c01caa98
Стоматология 1-й Крепостной,47.2050308415539,38.94233506989847,Dentist's Office,5278758a11d2b41585333f37
БИТ ТТИ ЮФУ,47.204402262716215,38.943274234097935,University,4e0b112352b1fe83d549735b
"Детский Игровой Центр ""Какаду""",47.204566955566406,38.94174575805664,Arcade,53933334498eb409d68912ec
vip room 3⃣3⃣💪💪💪,47.204873,38.940455,Residential Building (Apartment / Condo),53762be8498eb112608b6a7c
Памятник Гагарину и Королеву,47.20580868494722,38.93851786416505,Monument / Landmark,4f5a402ee4b07f0bf66aa70a
Институт Компьютерных Технологий и Информационной Безопасности ЮФУ,47.204128,38.943459,University,57dbeba5498e56d52500a76e
ТТИ ЮФУ Корпус Е,47.20456899717385,38.94503198788077,University,51b0dfc5498ec7cee789d7da
Научно-техническая библиотека ТТИ ЮФУ,47.205269237042934,38.939666748046875,College Library,5049124ee4b0e98bbf5321bd
"Жилой многоквартирный дом (пер. 1й Крепостной, 34)",47.205572584513995,38.94305230649964,Residential Building (Apartment / Condo),4fae71e6e4b028e6bc87f2ef
петровская набережная,47.203668,38.945383,Scenic Lookout,549d6292498e81619d3d154d
Политехнический Музей ЮФУ,47.20527,38.939367,Science Museum,58f5c9a2916bc14dfe8300e5
Студенческий Клуб,47.20540805080037,38.93908055173955,College Theater,5172ac95e4b0a0a1bdb2645d
Исторический Сквер,47.20335835131772,38.945567075964576,Park,559a6b96498ef8cc2bd81fcf
"мастерская актеров Народной Студии Пластического движения ""32""",47.205589,38.939146,College Theater,57e2ab8c498e101c116d93bb
Общежитие #5 ИТА ЮФУ,47.20526050086991,38.9408623517671,College Residence Hall,4f563fe1e4b01eb413188d26
"Антикафе ""Атмосфера""",47.20496392723955,38.94502405759614,Café,5278fe8011d2d0a4b7a54ca0
"НОЦ ""Нанотехнологии""",47.2051177803599,38.94362032535899,College Lab,552b6d3b498e21e522cfb909
"Корпус ""К"" ТТИ ЮФУ",47.20489750233128,38.943942189216614,College Lab,522b4e5e8bbdb597ddacf971
Gala,47.205045,38.944516,Parking,5203fe32498e82219f280be1
Ул.Шевченко 2,47.20448131951808,38.944170767457216,University,53424235498e92e7a949df24
Натали-сувенир,47.204418,38.945011,Gift Shop,52b5a380498effc04ae0e55b
Памятник Петру I,47.20466185092133,38.94575289402141,Monument / Landmark,4dc81f3345dd264552b0d966
"Отель ""Греческая, 6""",47.20476710605477,38.94524182697341,Hostel,5024c36ae4b079f4a26e0608
Стоматология,47.20537090403452,38.94267104379986,Dentist's Office,510a5db9e4b0a2ece8c09a31
Пятерочка,47.20573505354647,38.942836404126496,Supermarket,4ef104fd7ed1f6753d931a9c
Вид на порт,47.205110973386624,38.946732557412446,Scenic Lookout,4f894517e4b005c390f662e5
Столовая ТТИ ЮФУ,47.20706675047159,38.93843366789031,Cafeteria,4f913cc8e4b076d2c93778b2
Магнат,47.20448932003945,38.94531011581421,Food & Drink Shop,4fa686a4e4b00cad8a05a19c
кафе Венеция,47.20499911094275,38.946571532291244,Café,506ed906e4b0dd0f47a48ae7
Детская площадка,47.20425641253481,38.944895905127915,Playground,4fae8365e4b08885ff503e17
мостик влюбленным,47.204131,38.945981,Other Great Outdoors,5b913d299e0d54002b27cb36
Комсомольский сквер,47.2042982895314,38.94575252692697,Park,4f5a6522e4b05b19ca59dab1
Фрактал,47.20710620387817,38.93855693931926,Café,50055b3ae4b0b93071c83371
Командировка,47.20601921692235,38.94456823257232,Café,53cbfedb498e5a7d7b081567
23 телеканал,47.206246,38.942632,TV Station,5368dde8498e4e2026c8ef54
Бульвар,47.20569664837619,38.94683750151869,Coffee Shop,4fcfa7b5e4b0a254619c6ff3
Incoding,47.206766,38.943487,Campaign Office,5200f2ed498eeffb6b66a107
Dolce Vita,47.196377,38.962497,Boat or Ferry,5183831c498ea2e3787cdbaf
ПСБ (Банк ПСБ),47.2068,38.942055,ATM,590f15a46eda0206a54b752c
ВТБ24,47.206280067645444,38.94432013488623,Bank,4eeee7f7d3e3246bdcf56bff
ПриватБанк АТМ,47.20686067681398,38.942076198671955,Bank,503f1775e4b050691b56dd4c
ростфинансбанк. таганрог,47.206542,38.943654,Bank,5153fe5ae4b0af7dd9aee650
"Жилой многоквартирный дом (ул. Греческая, 19)",47.206578,38.944326,Residential Building (Apartment / Condo),52ae1737498e3203cb8044de
Читай-Город,47.20638757692131,38.94295219156098,Bookstore,50375509e4b0d3a7933adf13
Мораорт г. Таганрога,47.20631790161133,38.94921875,Harbor / Marina,53b25c69498e7d85f537adb2
"РостовРегионГаз, ООО",47.206602051996796,38.94051011924153,Office,504093dee4b08d95c103d529
Поликлиника Водников,47.207016853607634,38.944972734607106,Hospital,50b89d51e4b07e5a148bc9a5
Газпром Абонентский Отдел,47.20724,38.944035,Government Building,5721c037cd1039982aed1cdc
Фармацевт Плюс,47.20612931913462,38.94322872161865,Pharmacy,4ff581cee4b0cdc6b784713f
Restoranchik Shokolad,47.206910068926966,38.94208265700581,Bakery,51052391e4b0fc9c2fe3f21b
"Кафе ""Натали""",47.206514437814775,38.941934071345415,Café,5263ddd2498e8191b6177874
новикомбанк,47.206763,38.943887,Office,5593eba2498e8d56f0e413b7
Азовское море,47.203477,38.955738,Waterfront,573b0af8498e64223f8476ff
Valinor,47.20590332777242,38.948802685580546,Office,51342bb1e4b0b7da69fd1a6a
Памятник партийцам,47.20537059235038,38.94673579168101,Monument / Landmark,5031f23ae4b0b504109f1a13
Морская лестница,47.206454367263945,38.94762012745187,Other Great Outdoors,4f5a3b25e4b0bd7c85ee73b7
лестница возле Петра,47.2065315246582,38.94776916503906,Laser Tag,53c6ee2c498eba3dbb4b2d16
Bloom Room,47.206599,38.942468,Salon / Barbershop,5b5592fe0d173f002cf6fa3d
Визаж-студия,47.20730891431233,38.94527585345962,Salon / Barbershop,51a71c99498e75441e679db9
Газпромбанк,47.206081,38.94361,Bank,53281c8511d2bee281d9913c
баня пиво раки,47.207042,38.942908,Bath House,57daae47498e1a4da0841cab
Банк Открытие,47.206671,38.944112,Bank,586394fcabc6d60cc3cdcfc9
ИванКа,47.20653755024703,38.94287206510618,Grocery Store,4f742943e4b071ce66aaa658
морпорт,47.20655450037369,38.94220341204018,Harbor / Marina,53b25c3d498eb839defb7435
"Остановка ""пер. Гарибальди""",47.20687996074634,38.9425283499355,Bus Line,4f4b857de4b007d391e1db1e
Liberica Coffee,47.206062,38.943233,Coffee Shop,5b9f7ed2cb3fd2002cccce67
"кафе-бар ""Республика""",47.207088,38.941478,Café,5467870e498e7e8a01644ba1
"Квест-рум ""Особняк""",47.20694438937473,38.94555465288873,Arcade,55ec95df498e1f692ce3ccd6
Гарибальди,47.20704043848563,38.943420586671934,Café,52adc97c11d2d19933776b61
Сытый Джек,47.206101,38.94336,Fast Food Restaurant,57d54b57498e281d09fb7c05
Шаурма по-дубайски,47.20662495332834,38.942391872406006,Fast Food Restaurant,5045a8d2e4b01fc58fef6dfd
Блиндаж,47.20670068820286,38.94322538270719,Brewery,4e4d78f4d16472681f5bcf68
Городские Леса Таганрога,47.206116,38.94759,State / Provincial Park,5cd83f2000b068003a2b4df7
"Бильярдный Клуб ""Джамо""",47.20761709026684,38.941311448234586,Pool Hall,50f2e091e4b0afae24b41343
Настя,47.2069163719685,38.94170200217277,Food & Drink Shop,4f89bce4e4b07efb9e1d2ebc
Магнит (Комсомольский спуск),47.20754332209373,38.94428014755249,Grocery Store,4fa50a77e4b0dd0f124b5149
Lady Fitness☀,47.20625319119171,38.94629759587438,Gym / Fitness Center,515d49b9e4b0e2aed13f134a
Белка и Стрелка,47.207040407834576,38.943636417388916,Art Gallery,505b3114e4b07c8ee3e659e8
Лучший в мире массаж,47.206775,38.942154,Massage Studio,5749463e498e27b0cc937c50
Indigo Pride tattoo studio,47.206876,38.943756,Piercing Parlor,576ba96b498ee62fcb987f62
Градус,47.20696,38.941981,Big Box Store,56502f3d498ec41ac0ad9b35
кофейный бульвар,47.206744,38.946628,Coffee Shop,54aa974f498e213ac9673cfc
Книгомир,47.2060546875,38.943214416503906,Bookstore,4f65c655e4b0c7552e018928
Стрелка Петровского Бульвара,47.20583615344421,38.94681568413194,Scenic Lookout,50e5da66e4b0fa1533849fef
Russian Fashion Bar,47.20647344203532,38.9429678495218,Hookah Bar,51c4b532498e1c8b567eee2e
Taganrog port,47.20655241401125,38.95289649796613,Boat or Ferry,53f4bb1e498ea5f913cc7637
СДЮСШОР-3,47.20747550172588,38.952241503902464,Harbor / Marina,504991afe4b06820e452565e
Памятник морякам,47.20737125942421,38.953056847315786,Monument / Landmark,4fa68dbae4b0862c75d286f4
Taranrog Port,47.20669937133789,38.95348358154297,Boat or Ferry,53f4ba54498e988806c01e95
Спортплощадка Яхт-Клуб,47.207277,38.951489,Soccer Field,575993f9498e2922f12a6532
В Море,47.195525450081284,38.96689108283705,Boat or Ferry,518e2dea498e53aa6f70d1d3
"Кафе ""Альбатрос""",47.208566699945045,38.948740377999606,Café,4dce6d9aae603b786d2e5883
Велопрокат Мандарин,47.20810364543034,38.94365104066368,Bike Shop,536cc4ab498e9487f0ec3c72
Магазин Причал,47.20694178365952,38.94875833600227,Food & Drink Shop,5214c3c611d2f8576c618431
Обрыв на Комсомольском,47.207550048828125,38.94689178466797,Rest Area,5284c9a511d222b257c699eb
"Открытый Чемпионат в классе яхт  ЭМ-Ка 13-15 Апреля, 2012",47.207491,38.951165,Event Space,4f882698e4b056350e34e82f
Яхт-клуб,47.207890031941574,38.949754096464055,Rest Area,4f88fd9ee4b002b90adc4660
дом Чайковского,47.208204,38.942774,Art Museum,5701094e498e99f8b037cbd9
Гостиница Темиринда,47.20754892967232,38.94980466918849,Hotel,4e00c455b61c1fbe8dfb5dea
Вишня,47.20882837188109,38.94396662642593,Health Food Store,5358fbcd498e1ec66e941f3c
Raffison Village🏠,47.206755,38.948808,Residential Building (Apartment / Condo),53f2601f498effe4e87de3b7
Альбатрос,47.20855205902417,38.94874559076699,Restaurant,4ff97bb1e4b0f1c6197ebdbd
Прокат Велосипедов,47.20761239855724,38.944133108647534,General Entertainment,51ee6b32498e0f90998bb974
Дипломно Паспортный отдел,47.20710277356477,38.950467251920855,Office,4f72e25fe4b05ea280d141af
Таганрогский Порт,47.20663518874236,38.94866329035096,Harbor / Marina,4e215ef3e4cdf685918487d3
Терраса,47.207466552014246,38.9496267499027,Mediterranean Restaurant,507432fe011c6ff5dd9e0991
Temerinda SPA,47.207548234879205,38.94994385621353,Spa,53aa67a4498e637e7532aebd
Terrasa,47.207418,38.94994,Restaurant,517e0718e4b006939c082193
Mav,47.207248,38.946631,Zoo Exhibit,5650b20b498e3f1b11d91e24
"Урочище ""Склоны мыса""",47.20811598092488,38.94323091803507,Park,5206755411d29d0bdd407756
Join Game,47.207735,38.941492,Office,508bf3cee4b0ca23f5eb8807
Game Insight Taganrog,47.20761541697431,38.94117492815428,Office,539c8872498e709d5efc0cbb
штаб Таганрогского отделения МГЕР,47.20910613802815,38.94146579170357,Non-Profit,532b0856498ef42e5bab2e47
"ООО КБ ""РостФинанс"" ДО в Городе Таганроге",47.208554,38.94126,Coworking Space,51e6a30f498e6e4c39243417
"Метрогазсервис, ООО",47.208215,38.940457,Office,51f7a81d498e15a4a872f361
Дешели,47.20776,38.941182,Salon / Barbershop,51cab186498e5a559610a13c
Клан Близнецов,47.209396,38.943573,Housing Development,54b52d93498e6b087da21ea8
корабль,47.20904405547963,38.941539304888884,Beach,51f94137498e0220a862d444
Любимая лавочка,47.210323333740234,38.94556427001953,Scenic Lookout,502e9c56e4b0dea802228d72
поликлиника МВД,47.210408,38.94351,Medical Center,53747a97498e51fdbc94e1b5
Дворец Александра I,47.209231,38.941573,Museum,5d2d9572627ebb0023d53a94
"Торговый комплекс ""Торпедо""",47.20837033512502,38.94039826386348,Convenience Store,4fce5999e4b0409de3e2e6c7
ул. С.И.Шило,47.208312583119984,38.941977790278315,Road,51002e81e4b098a6ad09a181
Тавровские Мясные Лавки,47.20740514173523,38.93937520529386,Butcher,50180ee8e4b0dc7629ccf3a3
мята,47.208728,38.939033,Bar,5a05cffac666664bdd48585b
Детский сад Кораблик,47.20954035484286,38.94378662109375,Nursery School,50c9d33a498edd8aab28acb1
Берлога 2.0,47.207801818847656,38.94058609008789,Residential Building (Apartment / Condo),53611c21498e612b2cd4a652
Panther Pole Dance Studio,47.20760973488193,38.94103756472761,Dance Studio,5640affdcd10022bebc439c1
База Отдыха Росинка,47.24060374806868,38.759944426912334,Rest Area,4fe849f2e4b0c7d6bbe92722
"Турбаза ""Росинка""",47.240536,38.761589,Campground,51d6600c498eaa3105ebaa3b
Герасимовка,47.240271728960195,38.75930519341819,Rest Area,50b9b266e4b071d52fd66da2
Фиджи,47.220134,38.862718,Salon / Barbershop,4fa7eb25e4b09571e0e7b47f
Стадион школы №35,47.21827426416134,38.867089250964234,Soccer Field,4ef33bf00e617e29c7f7ce54
"24ч магазин ""Магнат""",47.21972113752823,38.86394262313843,Convenience Store,4f3faa73e4b0d66d1f567f41
"Парикмахерская ""Модеста""",47.21861973374126,38.867356486488994,Nail Salon,4f3918fee4b0edf91ea9f4fa
Школа 35,47.21825023463907,38.86806001344179,High School,4fa0111fe4b02548287e46c2
"ЗАО ""Овен""",47.215826,38.878767,Factory,513da60de4b07db92f920e54
Лемакс на Поляковском,47.21485887431618,38.878504335161196,Hardware Store,4fab9d21e4b06a59772f7b04
"АЗС ""Газпром""",47.21547613789027,38.87999506324321,Gas Station,50352be7e4b07119fc8b2d94
ул. Цветная,47.21355438232422,38.88576126098633,Road,52066872498e5500905beeaa
Сбербанк СДО 1548/0129,47.21428298950195,38.886009216308594,Bank,5107b272e4b0cf615167531a
Почта России 347930,47.21561427642476,38.887399432343685,Post Office,52c809ab498e3401cbb6a67c
"Жилой многоквартирный дом (ул. Транспортная, 1-4)",47.21604749494473,38.880696121801165,Residential Building (Apartment / Condo),519796aa498ec857568adab2
Пятерочка,47.213956,38.886326,Supermarket,4ef104fd7ed1f6753d931aad
Таганрог - город курорт,47.21602008240703,38.89140615069464,Recreation Center,55bde17a498e3b3674c92269
Владлена,47.210117,38.924091,Non-Profit,50f93455e4b063340ccf36f6
ФГКУ  6ОФПС по РО,47.210261,38.924086,Building,52fc595e498ea5a81b791829
Агентство Недвижимости ОльВика,47.209637308681245,38.92481534627007,Building,50278e0fe4b056f766c116ba
Ковры,47.21045684814453,38.92281723022461,Furniture / Home Store,5210949811d2ce6e6858e6a3
Сквер возле Сбербанка,47.21100145984065,38.92012461260544,Park,51605b95e4b0878cf5188eb5
Гараж Ввся,47.209809,38.919291,Public Art,51b8dfeb498e7deec194d09b
Сквер им. А. П.Чехова,47.21066879079694,38.922279709284666,Park,4f5effb6e4b0b79c8214999d
"Коворкинг ""Рабочее Место""",47.210464,38.922867,Coworking Space,5963e62f364d9774dfd009d6
Памятник А.П.Чехову,47.210610188699356,38.92240482340941,Historic Site,519b801d498e83945b52bde3
Красная площадь,47.2104658164769,38.92197792287371,Plaza,50b330a5e4b053168b1eef00
1000 и 1 Бутылка,47.21045867313152,38.92260789871215,Liquor Store,4e677475483bef6eb7f25cd3
Стадион Динамо,47.2103963494846,38.919531845037525,Field,4fb895fbe4b0d0cc81fa905a
Юридическая Компания,47.20991609033713,38.924362648242266,Financial or Legal Service,559a4bce498e9a82af264fe9
Пятерочка,47.210798,38.9227,Supermarket,5773958f498e31815c3f3292
"Мемориальный музей ""Домик Чехова""",47.2072729699881,38.9315315385739,History Museum,4e660cec8877954de9b33bdf
Отдел полиции 1,47.209015,38.92748,Police Station,5576b473498e00fdfd7845d1
"ЗАО ""Фрегат""",47.20778701559621,38.9317485470413,Office,5579206e498ec9891985bbbf
Мегафон,47.208273478335045,38.930860599844486,Mobile Phone Shop,509b96c5e4b0d250fdc9306f
детский центр Радуга,47.209156,38.928494,Adult Education Center,58889498d9705c4cabbfdf1d
"Кафе ""вкусно покушать""",47.20820448240647,38.929207600673884,Diner,523819bb498e452c652533bc
Управление МВД по городу Таганрогу,47.20903230092758,38.92733399302083,Building,4fbdddd7e4b08dd4670e637a
г-333,47.20790481567383,38.9312629699707,College Auditorium,53325896498e9fb209b38658
Улица Чехова,47.208501481151764,38.929195775795954,Road,50a3a2e9e4b0bf9eb71cf834
Итальянский переулок,47.20903740634085,38.92809392787591,Road,51b09b49498e9029b427747c
Общежитие #4,47.20720624269398,38.93876991522527,Residential Building (Apartment / Condo),528e6680498e945144e5f4c8
"Комбинат питания ""Студенческий""",47.20714180726348,38.938534868678516,Diner,51710448e4b0d8e93b33d05f
РеМи,47.21099484699326,38.942653600024926,Restaurant,4e7e0d4e6da1022a45f115eb
Салон Парикмахерская Танго,47.209376,38.941504,Nail Salon,50dd8fb4e4b09888b3fba3e0
Магазин Лемакс,47.209792,38.94099,Furniture / Home Store,516ee138e4b0e78fad150259
"ЗАО ""БЕТА ИР""",47.21090081283225,38.942453343001866,Office,509ea337e4b051548e1b9115
УК Лидер,47.21017,38.942711,Office,560d138d498ea079377e161d
Гостиница Золотой Берег,47.21081974639287,38.94241559686756,Hotel,4f2be73be4b071ded06ed2d4
Вид на море с 5-го этажа,47.21032430276908,38.942717556501805,Scenic Lookout,4fcbd1a9e4b0c4b6a6e4eef4
www.terracorp.ru,47.22485997778191,38.858393132686615,Hardware Store,52f8ca1a11d2fc07f4e4a520
Sculptor  спортклуб,47.222424759563275,38.85857439473823,Gym,56275d9e498e1e14fb9d173a
Distillery,47.22352797,38.8614607,Tech Startup,4d9c08e554028cfa591e015b
ООО АрхСтрой,47.224132,38.860457,Office,54f84efb498eb5e3842f8121
АГЗС,47.225303649902344,38.85819625854492,Gas Station,4f9ce16fe4b04f3d09b12135
"Жилой многоквартирный дом (ул. Сызранова, 26/1)",47.223954659939984,38.860123157501214,Residential Building (Apartment / Condo),5149c9dce4b06bc06935f1f1
Таганрогская Таможня,47.22552408656191,38.8583069249542,City Hall,52b85382498e765042ed1a5d
Вега,47.223167419433594,38.861820220947266,Electronics Store,54266580498e538335d52de7
Буренка,47.22391584660009,38.861780888471195,Food & Drink Shop,503d1f74e4b0f52827767bf9
"Жилой многоквартирный дом (ул. Чехова, 337)",47.21993471132847,38.86457229207878,Residential Building (Apartment / Condo),524af3e7498e997f6d1e2ea4
Наше Место На Лимане,47.24615476447374,38.79986687441236,Beach,5182554f498ede1e578ed743
фитнес клуб Железный арни,47.224441881268106,38.85831154286926,Gym / Fitness Center,56192123498ea95ebc5de0a5
Боун,47.2230998997458,38.85944195249859,Candy Store,4f39109be4b0ea2d7f8afbec
teahouse,47.2221255776126,38.86124397399213,Cocktail Bar,52d992d8498ecf063d53acdc
Общежитие бурсы,47.218036,38.870251,College Residence Hall,53f4d3d9498e94d155cfc0be
"Магазин продуктов ""Авиор""",47.2162641829517,38.879845846902185,Food & Drink Shop,5257b4e9498eb29fb8a28390
Училище 30,47.21828559793235,38.871259689331055,Trade School,543f51e1498e4b8732671993
Pandora,47.21773228117009,38.876601896370566,Jewelry Store,53610ccf11d2c8988d9d489e
Маликон,47.21669021908497,38.88667637072614,Hotel,4e43940e628485fd4c555ba0
Почта России 347927,47.217097191140226,38.8818238939299,Post Office,4f7ea894e4b0ac821cecb157
Шиномонтаж,47.217373,38.882527,Auto Workshop,53d5d891498ee27b94b08b8b
мегафон,47.21667976283498,38.88641138912293,Office,4f227537e4b0717a6656b759
Империя танца,47.217808723411174,38.882679537720456,Dance Studio,500d4c2de4b099ec37aafc01
Общага,47.216936,38.884511,Residential Building (Apartment / Condo),53ee83c1498e0c3c2fb845cd
Парикмахерская АНИ,47.216769,38.884001,Salon / Barbershop,5b7f9f757dc9e1002c77bae0
Магнит,47.21730972635856,38.88480121099461,Grocery Store,4fa3ff7ae4b00c5843390595
Лазермакс,47.21704942079186,38.88302146164224,Laser Tag,567ad750498e781497760851
🐾🏡,47.2166748046875,38.88105773925781,Residential Building (Apartment / Condo),559acbe9498e6d86f74be2c0
Рив Гош,47.21166187444039,38.91989299856226,Cosmetics Shop,506070f0e4b066ef689ac866
Каблучок,47.2130241394043,38.91658020019531,Shoe Store,506d68bde4b02c3dab84215a
Лор-врач,47.213246,38.914333,Doctor's Office,5293207111d25ada9c421eb2
Вкус жизни,47.21327832871731,38.91503230627028,Health Food Store,510e5396e4b0aaab8ef749c9
Билайн 4,47.213037,38.916512,Mobile Phone Shop,54d32187498eea5378520ec8
парикмахерская для тебя,47.2130602411742,38.91369457450491,Salon / Barbershop,51d64f38498e79476469f14a
Филиал банка Траст,47.212514,38.915111,Bank,5332892e498e8a9c741e7220
Баунти 💇💅,47.2116307587065,38.91546434808578,Health & Beauty Service,549ea848498ebcdda7361857
Городская Сберкасса,47.213371,38.912822,Bank,540ad366498e77f0f8c03c2d
Шоколад,47.21282,38.915305,Tanning Salon,537f1bad498e976c85c70561
приватбанк,47.21333374378686,38.91427697266925,Bank,502e1307e4b0d98c30951901
Санги стиль,47.213161,38.914622,Miscellaneous Shop,5617a53e498e5362b56aea11
Четырехэтажка,47.213516035192406,38.91422870456307,Residential Building (Apartment / Condo),53637ded498e7171443ddc12
чайхана,47.213134765625,38.91595458984375,Middle Eastern Restaurant,51a4ba02498e30598645ecbc
Чайхана огни Самарканда,47.212058,38.915077,Middle Eastern Restaurant,5291f35111d29c4a4df97085
Zenden,47.2125862861287,38.916801701896155,Shoe Store,4f6d9b18e4b0e3b3bd148391
Динамо Теннис,47.211736,38.919635,Tennis Court,4fa37598e4b0bcbb458ef792
